employee_id,name,designation,department,seniority_level,experience_years,qualification,join_date,state
EMP00772,Dayamai Chhabra,Assistant Director,Economic Census Division (ECD),4,7.7,M.A. Economics,2019-08-02,Chhattisgarh
EMP00773,Maanas Narayanan,Additional Director General,Central Statistics Office (CSO),8,28.8,M.Sc. Statistics,1998-01-03,Andhra Pradesh
EMP00774,Vyanjana Dara,Senior Statistical Officer (SSO),State DES - Karnataka,3,11.0,PhD Statistics,2015-06-10,Himachal Pradesh
EMP00775,Hitesh Seth,Assistant Director,State DES - Tamil Nadu,4,13.1,M.Sc. Statistics,2013-10-05,Odisha
EMP00776,Nikita Seth,Additional Director General,Economic Census Division (ECD),8,19.2,PhD Statistics,2007-04-08,Assam
EMP00777,Harsh Tiwari,Deputy Director,Data Informatics & Innovation Division (DIID),5,18.1,M.Sc. Mathematics,2008-06-15,Haryana
EMP00778,Falak Narayanan,Statistical Officer (SO),Social Statistics Division (SSD),2,5.3,PhD Statistics,2021-03-10,Odisha
EMP00779,Timothy Sidhu,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,9.1,M.Sc. Statistics,2017-09-21,Haryana
EMP00780,Anjali Gill,Deputy Director,Data Informatics & Innovation Division (DIID),5,14.3,MBA,2012-10-08,Gujarat
EMP00781,Harini Luthra,Additional Director General,Social Statistics Division (SSD),8,22.6,M.Sc. Data Science,2004-07-26,Uttarakhand
EMP00782,Vyanjana Bhasin,Joint Director,Price Statistics Division (PSD),6,18.5,M.Sc. Mathematics,2008-12-23,Karnataka
EMP00783,Aadi Seshadri,Additional Director General,State DES - Karnataka,8,19.4,PhD Statistics,2007-09-04,Haryana
EMP00784,Jagvi Prabhu,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,7.1,M.Sc. Statistics,2019-02-22,Himachal Pradesh
EMP00785,Jagvi Dubey,Director,State DES - Tamil Nadu,7,18.9,B.Sc. Statistics,2008-04-27,Karnataka
EMP00786,Maanas Basak,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,4.0,M.Sc. Mathematics,2022-09-10,Odisha
EMP00787,Daniel Murthy,Additional Director General,State DES - Tamil Nadu,8,20.3,M.A. Economics,2006-10-26,Punjab
EMP00788,Aarush Mukhopadhyay,Deputy Director,Data Informatics & Innovation Division (DIID),5,18.2,M.A. Economics,2008-10-01,Karnataka
EMP00789,Bahadurjit Chaudhary,Director,Economic Census Division (ECD),7,25.2,B.Sc. Statistics,2001-09-02,Telangana
EMP00790,Krish Talwar,Director General,Social Statistics Division (SSD),9,31.8,M.Sc. Statistics,1995-01-08,Punjab
EMP00791,Vyanjana Khare,Director,State DES - Bihar,7,22.5,MBA,2004-07-14,Andhra Pradesh
EMP00792,Rushil Rai,Senior Statistical Officer (SSO),Price Statistics Division (PSD),3,8.7,MBA,2018-07-05,Telangana
EMP00793,Ranveer Tiwari,Senior Statistical Officer (SSO),National Sample Survey Office (NSSO),3,5.3,B.Sc. Statistics,2021-12-16,Bihar
EMP00794,Varsha De,Senior Statistical Officer (SSO),State DES - Tamil Nadu,3,4.8,MBA,2022-12-20,Odisha
EMP00795,Libni De,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,8.5,PhD Statistics,2018-06-08,Andhra Pradesh
EMP00796,Darsh De,Junior Statistical Officer (JSO),State DES - Bihar,1,3.3,M.Sc. Data Science,2023-05-14,Jharkhand
EMP00797,Libni Rao,Joint Director,Central Statistics Office (CSO),6,12.4,PhD Statistics,2014-02-19,Telangana
EMP00798,Rudra Khare,Statistical Officer (SO),State DES - Bihar,2,3.0,M.Tech Computer Science,2023-09-03,Odisha
EMP00799,Gunbir Basak,Statistical Officer (SO),State DES - Tamil Nadu,2,3.7,M.Sc. Statistics,2023-10-10,Chhattisgarh
EMP00800,Bahadurjit Ahluwalia,Joint Director,Central Statistics Office (CSO),6,18.4,PhD Statistics,2008-09-16,Odisha
EMP00801,Aadi Sandhu,Joint Director,Economic Census Division (ECD),6,17.1,M.Tech Computer Science,2009-01-23,Uttar Pradesh
EMP00802,Libni Dubey,Deputy Director,State DES - Karnataka,5,16.3,M.Tech Computer Science,2010-11-16,Maharashtra
EMP00803,Vinaya Luthra,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,3.6,B.Sc. Statistics,2023-08-03,Punjab
EMP00804,Maanas Chaudhary,Statistical Officer (SO),Economic Census Division (ECD),2,8.0,M.Tech Computer Science,2018-10-09,Bihar
EMP00805,Parth Tripathi,Deputy Director,National Sample Survey Office (NSSO),5,9.1,M.Sc. Mathematics,2017-12-05,Uttarakhand
EMP00806,Varsha Prabhu,Joint Director,Economic Census Division (ECD),6,21.7,M.Sc. Data Science,2005-03-26,Assam
EMP00807,Gunbir Tiwari,Junior Statistical Officer (JSO),National Sample Survey Office (NSSO),1,2.4,M.Sc. Mathematics,2024-03-27,Himachal Pradesh
EMP00808,Falak Bali,Director,Price Statistics Division (PSD),7,24.2,PhD Statistics,2002-04-19,Uttar Pradesh
EMP00809,Lakshit Seshadri,Joint Director,Economic Census Division (ECD),6,12.7,M.Sc. Statistics,2014-03-15,Maharashtra
EMP00810,Krishna Dasgupta,Deputy Director,State DES - Maharashtra,5,13.8,M.Sc. Data Science,2013-11-23,Andhra Pradesh
EMP00811,Daniel Dasgupta,Deputy Director,Data Informatics & Innovation Division (DIID),5,10.5,B.Sc. Statistics,2016-08-13,Punjab
EMP00812,Vedhika Bhatti,Director General,Central Statistics Office (CSO),9,30.2,M.Sc. Statistics,1996-11-12,Chhattisgarh
EMP00813,Tejas De,Deputy Director,Economic Census Division (ECD),5,12.3,M.Sc. Statistics,2014-11-19,Kerala
EMP00814,Krishna Sem,Assistant Director,State DES - Karnataka,4,13.3,M.Sc. Data Science,2013-06-22,Jharkhand
EMP00815,Mohammed Shroff,Joint Director,State DES - Tamil Nadu,6,18.6,B.Sc. Statistics,2008-01-14,Karnataka
EMP00816,Anya Gola,Statistical Officer (SO),Social Statistics Division (SSD),2,6.8,M.Sc. Data Science,2020-05-07,Punjab
EMP00817,Mitali Narayanan,Statistical Officer (SO),State DES - Karnataka,2,2.4,M.Sc. Data Science,2024-11-04,Himachal Pradesh
EMP00818,Leela Joshi,Statistical Officer (SO),National Accounts Division (NAD),2,8.0,MBA,2018-03-04,Uttarakhand
EMP00819,Mohammed Shroff,Deputy Director,State DES - Tamil Nadu,5,11.9,M.Sc. Statistics,2015-05-25,Odisha
EMP00820,Vyanjana Khare,Joint Director,National Sample Survey Office (NSSO),6,15.1,M.Tech Computer Science,2011-07-13,Maharashtra
EMP00821,Hitesh Ahluwalia,Deputy Director,Economic Census Division (ECD),5,18.6,M.Sc. Mathematics,2008-02-16,Odisha
EMP00822,Libni Mody,Director,State DES - Uttar Pradesh,7,17.1,M.Sc. Statistics,2009-09-25,Bihar
EMP00823,Vyanjana Rai,Statistical Officer (SO),State DES - Bihar,2,8.4,M.Tech Computer Science,2018-01-03,Tamil Nadu
EMP00824,Anjali Bhasin,Deputy Director,Central Statistics Office (CSO),5,16.8,PhD Statistics,2010-11-21,Bihar
EMP00825,Krish Nazareth,Director,State DES - Bihar,7,18.2,M.A. Economics,2008-10-01,Andhra Pradesh
EMP00826,Manan Talwar,Additional Director General,Data Informatics & Innovation Division (DIID),8,23.7,M.Sc. Statistics,2003-04-01,Chhattisgarh
EMP00827,Daniel Khare,Additional Director General,State DES - Maharashtra,8,19.5,M.A. Economics,2007-11-10,Haryana
EMP00828,Krishna Ahluwalia,Statistical Officer (SO),Social Statistics Division (SSD),2,4.6,M.Sc. Statistics,2022-05-21,Odisha
EMP00829,Kabir Shroff,Director General,Data Informatics & Innovation Division (DIID),9,22.5,M.Sc. Data Science,2004-12-13,Punjab
EMP00830,Ekaja Goswami,Joint Director,State DES - Tamil Nadu,6,17.8,PhD Statistics,2009-03-02,Rajasthan
EMP00831,Kabir Narayanan,Assistant Director,National Sample Survey Office (NSSO),4,10.9,M.Tech Computer Science,2016-09-27,Assam
EMP00832,Dayamai Prabhu,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,1.1,M.A. Economics,2025-07-04,Maharashtra
EMP00833,Viraj Lata,Director General,State DES - Tamil Nadu,9,27.5,M.Sc. Mathematics,1999-04-03,Uttarakhand
EMP00834,Mitali Mital,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,8.9,PhD Statistics,2018-01-08,Himachal Pradesh
EMP00835,Mohammed Mandal,Senior Statistical Officer (SSO),State DES - Tamil Nadu,3,4.1,B.Sc. Statistics,2022-02-15,Punjab
EMP00836,Bahadurjit Luthra,Statistical Officer (SO),National Sample Survey Office (NSSO),2,7.7,M.Sc. Statistics,2019-10-26,Assam
EMP00837,Bahadurjit Chacko,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,7.6,M.A. Economics,2019-06-04,Andhra Pradesh
EMP00838,Vedhika Bhasin,Director General,Price Statistics Division (PSD),9,23.6,B.Sc. Statistics,2003-03-11,Uttarakhand
EMP00839,Anjali Joshi,Deputy Director,Data Informatics & Innovation Division (DIID),5,10.4,M.Sc. Mathematics,2016-09-06,Telangana
EMP00840,Aahana Singh,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,1.5,MBA,2025-01-16,Uttar Pradesh
EMP00841,Nikita Nath,Junior Statistical Officer (JSO),National Sample Survey Office (NSSO),1,1.7,M.Tech Computer Science,2025-12-26,Madhya Pradesh
EMP00842,Yatin Mani,Additional Director General,Price Statistics Division (PSD),8,26.3,M.Sc. Mathematics,2000-09-15,Kerala
EMP00843,Yash Singh,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,10.1,M.Sc. Mathematics,2016-10-03,Assam
EMP00844,Dev Seth,Deputy Director,Central Statistics Office (CSO),5,12.5,M.Sc. Data Science,2014-02-17,Rajasthan
EMP00845,Anya Murthy,Joint Director,State DES - Maharashtra,6,22.4,M.Sc. Data Science,2004-11-22,Odisha
EMP00846,Viraj Krishnan,Junior Statistical Officer (JSO),National Accounts Division (NAD),1,1.8,PhD Statistics,2025-03-06,Assam
EMP00847,Varsha Nazareth,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,3.6,M.Sc. Data Science,2023-05-11,Madhya Pradesh
EMP00848,Bahadurjit Lata,Additional Director General,State DES - Bihar,8,18.5,B.Sc. Statistics,2008-03-06,Chhattisgarh
EMP00849,Yatin Narayanan,Additional Director General,National Sample Survey Office (NSSO),8,24.2,M.Sc. Data Science,2002-10-19,Odisha
EMP00850,Eshana Shukla,Assistant Director,Social Statistics Division (SSD),4,13.5,M.Sc. Data Science,2013-06-08,Tamil Nadu
EMP00851,Anya Singh,Director,Data Informatics & Innovation Division (DIID),7,25.4,M.Sc. Data Science,2001-08-19,Karnataka
EMP00852,Falak Ahluwalia,Director,State DES - Karnataka,7,16.7,PhD Statistics,2010-07-12,Uttar Pradesh
EMP00853,Maanas Sem,Assistant Director,Economic Census Division (ECD),4,12.3,M.Sc. Data Science,2014-03-02,Haryana
EMP00854,Mohammed Bhasin,Junior Statistical Officer (JSO),National Sample Survey Office (NSSO),1,2.1,PhD Statistics,2024-07-06,Odisha
EMP00855,Bhavini Gupta,Assistant Director,State DES - Karnataka,4,14.9,M.Sc. Mathematics,2012-03-19,Himachal Pradesh
EMP00856,Harini Tripathi,Assistant Director,State DES - Maharashtra,4,6.9,PhD Statistics,2020-10-16,Rajasthan
EMP00857,Hiral Sem,Deputy Director,Data Informatics & Innovation Division (DIID),5,9.1,M.Sc. Data Science,2017-06-14,Gujarat
EMP00858,Vinaya Chacko,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,13.1,MBA,2013-01-16,Maharashtra
EMP00859,Lakshit Mani,Director General,State DES - Maharashtra,9,22.4,MBA,2004-12-27,Assam
EMP00860,Anya Prabhu,Additional Director General,State DES - Maharashtra,8,20.9,B.Sc. Statistics,2006-04-05,Madhya Pradesh
EMP00861,Neelima Chhabra,Assistant Director,National Sample Survey Office (NSSO),4,12.5,B.Sc. Statistics,2014-11-10,Assam
EMP00862,Joshua Talwar,Additional Director General,State DES - Bihar,8,28.3,B.Sc. Statistics,1998-08-25,Odisha
EMP00863,Maanas Tiwari,Director,Social Statistics Division (SSD),7,17.2,PhD Statistics,2009-11-03,West Bengal
EMP00864,Daniel Kapoor,Joint Director,Economic Census Division (ECD),6,18.4,MBA,2008-12-20,Kerala
EMP00865,Rushil Bhasin,Assistant Director,National Sample Survey Office (NSSO),4,13.9,M.A. Economics,2013-09-22,Maharashtra
EMP00866,Siya Basak,Junior Statistical Officer (JSO),Social Statistics Division (SSD),1,1.4,PhD Statistics,2025-01-12,Himachal Pradesh
EMP00867,Siya Shroff,Director General,State DES - Maharashtra,9,30.5,M.Sc. Data Science,1996-06-08,Bihar
EMP00868,Rushil Joshi,Additional Director General,State DES - Karnataka,8,26.8,M.Sc. Data Science,2000-06-12,Gujarat
EMP00869,Ekaja Krishnan,Director General,Economic Census Division (ECD),9,30.2,B.Sc. Statistics,1996-06-12,Karnataka
EMP00870,Aahana Dani,Director General,National Sample Survey Office (NSSO),9,28.3,PhD Statistics,1998-11-27,Chhattisgarh
EMP00871,Rushil Kapoor,Deputy Director,Social Statistics Division (SSD),5,13.5,M.Sc. Statistics,2013-08-03,Rajasthan
EMP00872,Nikita Dara,Senior Statistical Officer (SSO),National Sample Survey Office (NSSO),3,6.9,M.Sc. Statistics,2020-05-04,Uttar Pradesh
EMP00873,Mohammed Balasubramanian,Additional Director General,Price Statistics Division (PSD),8,19.8,B.Sc. Statistics,2007-07-22,Punjab
EMP00874,Rushil Bhatt,Additional Director General,State DES - Uttar Pradesh,8,22.2,B.Sc. Statistics,2004-04-03,Punjab
EMP00875,Amaira Tiwari,Assistant Director,State DES - Maharashtra,4,14.3,M.A. Economics,2012-10-11,Madhya Pradesh
EMP00876,Jeet Mandal,Joint Director,State DES - Tamil Nadu,6,17.8,PhD Statistics,2009-05-19,Odisha
EMP00877,Maanas Kapoor,Deputy Director,Economic Census Division (ECD),5,10.7,M.Sc. Data Science,2016-06-10,Assam
EMP00878,Timothy Tripathi,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,1.6,PhD Statistics,2025-10-06,Uttar Pradesh
EMP00879,Leela Rao,Deputy Director,National Accounts Division (NAD),5,10.8,M.Sc. Mathematics,2016-04-04,Uttar Pradesh
EMP00880,Mitali Bhatti,Senior Statistical Officer (SSO),Social Statistics Division (SSD),3,8.4,M.Sc. Mathematics,2018-09-23,Rajasthan
EMP00881,Mitali Chaudhuri,Joint Director,National Accounts Division (NAD),6,23.7,M.A. Economics,2003-09-06,Odisha
EMP00882,Rushil Agrawal,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,8.4,PhD Statistics,2018-08-11,Bihar
EMP00883,Harsh Nath,Director General,Social Statistics Division (SSD),9,33.7,M.Tech Computer Science,1993-05-25,Assam
EMP00884,Aadi Chaudhuri,Senior Statistical Officer (SSO),State DES - Bihar,3,12.0,PhD Statistics,2014-12-04,Haryana
EMP00885,Lakshit Dasgupta,Junior Statistical Officer (JSO),State DES - Maharashtra,1,1.6,M.Sc. Statistics,2025-01-13,Punjab
EMP00886,Bahadurjit Seshadri,Assistant Director,National Sample Survey Office (NSSO),4,10.5,M.A. Economics,2016-10-21,Maharashtra
EMP00887,Kabir Dhar,Director General,Economic Census Division (ECD),9,24.7,M.Sc. Data Science,2002-02-18,West Bengal
EMP00888,Tejas Prabhu,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,8.8,M.Sc. Data Science,2018-06-20,Assam
EMP00889,Amaira Chaudhary,Junior Statistical Officer (JSO),Social Statistics Division (SSD),1,4.6,MBA,2022-12-28,Bihar
EMP00890,Vyanjana Kant,Director,Economic Census Division (ECD),7,19.5,M.A. Economics,2007-05-15,Telangana
EMP00891,Imaran Taneja,Statistical Officer (SO),State DES - Uttar Pradesh,2,3.5,MBA,2023-05-06,Odisha
EMP00892,Dayamai Sandhu,Director,Data Informatics & Innovation Division (DIID),7,23.7,M.Sc. Mathematics,2003-10-03,Uttarakhand
EMP00893,Harsh Rai,Deputy Director,State DES - Maharashtra,5,13.7,M.A. Economics,2013-10-25,Karnataka
EMP00894,Daniel Samra,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,2.6,MBA,2024-09-15,Uttar Pradesh
EMP00895,Leela Bhasin,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,6.0,M.Tech Computer Science,2020-08-02,Chhattisgarh
EMP00896,Jagvi Seth,Deputy Director,Economic Census Division (ECD),5,17.3,PhD Statistics,2009-12-15,Chhattisgarh
EMP00897,Yashvi Narayanan,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,1.6,PhD Statistics,2025-11-22,Tamil Nadu
EMP00898,Ekaja Chhabra,Director,State DES - Bihar,7,17.2,M.Sc. Data Science,2009-02-25,West Bengal
EMP00899,Parth Dani,Statistical Officer (SO),Social Statistics Division (SSD),2,6.2,PhD Statistics,2020-07-28,Uttarakhand
EMP00900,Gaurika Tella,Additional Director General,National Sample Survey Office (NSSO),8,29.7,M.A. Economics,1997-12-19,Jharkhand
EMP00901,Amaira Tripathi,Deputy Director,Central Statistics Office (CSO),5,10.6,M.Sc. Mathematics,2016-08-23,Haryana
EMP00902,Maanas Sidhu,Senior Statistical Officer (SSO),Social Statistics Division (SSD),3,4.5,MBA,2022-01-10,Telangana
EMP00903,Ranveer Gola,Statistical Officer (SO),State DES - Tamil Nadu,2,5.6,M.Sc. Mathematics,2021-10-25,Tamil Nadu
EMP00904,Joshua Rao,Joint Director,State DES - Tamil Nadu,6,22.5,M.Tech Computer Science,2004-11-23,Kerala
EMP00905,Mohammed Kant,Statistical Officer (SO),Social Statistics Division (SSD),2,5.7,M.Sc. Mathematics,2021-03-17,West Bengal
EMP00906,Ranveer Kant,Additional Director General,National Accounts Division (NAD),8,22.9,M.Sc. Statistics,2004-03-17,Rajasthan
EMP00907,Yashvi Seshadri,Assistant Director,State DES - Maharashtra,4,14.0,M.Sc. Statistics,2012-08-03,Madhya Pradesh
EMP00908,Eta Seth,Senior Statistical Officer (SSO),State DES - Uttar Pradesh,3,13.2,M.A. Economics,2013-12-12,Punjab
EMP00909,Maanas Seth,Additional Director General,State DES - Karnataka,8,28.7,M.A. Economics,1998-12-10,Uttar Pradesh
EMP00910,Amaira Mital,Statistical Officer (SO),State DES - Bihar,2,3.6,M.Sc. Mathematics,2023-05-05,Gujarat
EMP00911,Viraj Bhatt,Statistical Officer (SO),National Sample Survey Office (NSSO),2,5.0,M.Sc. Statistics,2021-08-25,West Bengal
EMP00912,Vyanjana Nazareth,Assistant Director,State DES - Tamil Nadu,4,7.1,B.Sc. Statistics,2019-02-09,Assam
EMP00913,Mitali Bains,Deputy Director,National Sample Survey Office (NSSO),5,15.7,M.Sc. Statistics,2011-04-19,Himachal Pradesh
EMP00914,Ekaja Mody,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,10.7,M.Sc. Statistics,2016-12-09,Bihar
EMP00915,Vinaya Sidhu,Joint Director,State DES - Maharashtra,6,13.9,M.Sc. Data Science,2013-10-03,Jharkhand
EMP00916,Anya Seth,Junior Statistical Officer (JSO),State DES - Bihar,1,3.1,M.Sc. Data Science,2023-03-25,Punjab
EMP00917,Rushil Nath,Statistical Officer (SO),State DES - Maharashtra,2,8.5,PhD Statistics,2018-12-19,Telangana
EMP00918,Darsh Prabhu,Statistical Officer (SO),Social Statistics Division (SSD),2,3.3,MBA,2023-04-17,Madhya Pradesh
EMP00919,Yashvi Shukla,Statistical Officer (SO),Social Statistics Division (SSD),2,7.3,M.Sc. Statistics,2019-02-17,Odisha
EMP00920,Maanas Dani,Joint Director,State DES - Maharashtra,6,20.5,B.Sc. Statistics,2006-06-16,Karnataka
EMP00921,Eta Kaur,Deputy Director,State DES - Bihar,5,13.6,M.Tech Computer Science,2013-04-18,Odisha
EMP00922,Yash Chhabra,Director,National Sample Survey Office (NSSO),7,17.3,PhD Statistics,2009-03-01,Telangana
EMP00923,Vedhika Dani,Statistical Officer (SO),State DES - Maharashtra,2,4.8,M.Sc. Statistics,2022-03-13,Tamil Nadu
EMP00924,Krishna Khare,Statistical Officer (SO),National Accounts Division (NAD),2,7.2,M.Sc. Statistics,2019-04-11,Telangana
EMP00925,Kabir Dubey,Director,Data Informatics & Innovation Division (DIID),7,16.5,PhD Statistics,2010-12-25,Kerala
EMP00926,Vinaya Dhar,Deputy Director,State DES - Tamil Nadu,5,16.6,MBA,2010-08-22,Telangana
EMP00927,Amaira Dara,Additional Director General,National Accounts Division (NAD),8,24.1,PhD Statistics,2002-02-09,Tamil Nadu
EMP00928,Falak Dani,Assistant Director,National Accounts Division (NAD),4,12.3,B.Sc. Statistics,2014-12-02,Tamil Nadu
EMP00929,Hiral Bains,Additional Director General,National Accounts Division (NAD),8,26.1,MBA,2000-11-11,Himachal Pradesh
EMP00930,Harsh Agrawal,Statistical Officer (SO),State DES - Tamil Nadu,2,7.3,PhD Statistics,2019-04-10,Odisha
EMP00931,Varsha Dani,Additional Director General,State DES - Maharashtra,8,24.1,M.A. Economics,2002-09-01,Chhattisgarh
EMP00932,Bhavini Nazareth,Director,National Sample Survey Office (NSSO),7,25.6,MBA,2001-06-28,Odisha
EMP00933,Daniel Prabhu,Additional Director General,National Accounts Division (NAD),8,18.4,M.Tech Computer Science,2008-08-14,Uttar Pradesh
EMP00934,Maanas Agrawal,Director,National Sample Survey Office (NSSO),7,20.8,PhD Statistics,2006-11-18,Chhattisgarh
EMP00935,Aadi Dasgupta,Additional Director General,National Accounts Division (NAD),8,24.7,B.Sc. Statistics,2002-05-16,Andhra Pradesh
EMP00936,Vinaya Kaur,Joint Director,Economic Census Division (ECD),6,21.2,M.A. Economics,2005-01-19,Maharashtra
EMP00937,Mitali Bhatt,Joint Director,State DES - Bihar,6,16.2,B.Sc. Statistics,2010-07-04,Haryana
EMP00938,Vyanjana Sidhu,Joint Director,Central Statistics Office (CSO),6,16.9,M.Sc. Data Science,2010-04-21,Gujarat
EMP00939,Anvi Dhar,Statistical Officer (SO),National Sample Survey Office (NSSO),2,8.4,M.Tech Computer Science,2018-06-06,Tamil Nadu
EMP00940,Amaira Rao,Joint Director,State DES - Tamil Nadu,6,12.4,MBA,2014-09-14,Uttarakhand
EMP00941,Parth Narayanan,Additional Director General,Social Statistics Division (SSD),8,25.1,MBA,2001-07-11,Uttarakhand
EMP00942,Aadi Goswami,Additional Director General,State DES - Tamil Nadu,8,19.2,M.Sc. Data Science,2007-08-17,Haryana
EMP00943,Dayamai Bali,Joint Director,Economic Census Division (ECD),6,14.0,M.A. Economics,2012-04-16,Madhya Pradesh
EMP00944,Dev Tripathi,Statistical Officer (SO),State DES - Maharashtra,2,7.9,M.Sc. Data Science,2019-05-02,Punjab
EMP00945,Anvi Bhasin,Director,State DES - Karnataka,7,24.7,M.Sc. Statistics,2002-02-19,Uttarakhand
EMP00946,Hitesh Krishnan,Statistical Officer (SO),State DES - Maharashtra,2,6.0,PhD Statistics,2020-04-12,Madhya Pradesh
EMP00947,Yatin Bains,Deputy Director,Economic Census Division (ECD),5,14.0,MBA,2012-06-07,Chhattisgarh
EMP00948,Yash Dara,Deputy Director,State DES - Uttar Pradesh,5,15.2,M.Sc. Mathematics,2011-11-23,West Bengal
EMP00949,Gunbir Tiwari,Senior Statistical Officer (SSO),Price Statistics Division (PSD),3,9.8,PhD Statistics,2017-11-18,Kerala
EMP00950,Dayamai Murthy,Director,State DES - Bihar,7,26.2,B.Sc. Statistics,2000-04-12,Jharkhand
EMP00951,Mitali Balasubramanian,Assistant Director,State DES - Tamil Nadu,4,7.5,M.Tech Computer Science,2019-07-11,Madhya Pradesh
EMP00952,Imaran Seshadri,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,6.4,M.Tech Computer Science,2020-11-06,Punjab
EMP00953,Gaurika Mukhopadhyay,Assistant Director,National Sample Survey Office (NSSO),4,10.1,M.Sc. Mathematics,2016-01-08,Rajasthan
EMP00954,Dayamai Seth,Deputy Director,State DES - Maharashtra,5,13.6,MBA,2013-11-02,Madhya Pradesh
EMP00955,Kabir Luthra,Deputy Director,Economic Census Division (ECD),5,10.4,M.Tech Computer Science,2016-03-21,Chhattisgarh
EMP00956,Tejas Nazareth,Additional Director General,Central Statistics Office (CSO),8,27.4,M.Sc. Statistics,1999-10-10,Haryana
EMP00957,Imaran Bains,Director,State DES - Tamil Nadu,7,25.8,M.Sc. Statistics,2001-12-27,Andhra Pradesh
EMP00958,Maanas Singh,Statistical Officer (SO),State DES - Maharashtra,2,6.0,M.Sc. Statistics,2020-11-27,Jharkhand
EMP00959,Vinaya Mani,Director General,National Sample Survey Office (NSSO),9,25.0,M.Sc. Data Science,2001-02-25,Himachal Pradesh
EMP00960,Dayamai Bhatti,Joint Director,State DES - Bihar,6,22.0,MBA,2004-07-07,Gujarat
EMP00961,Harsh Goswami,Senior Statistical Officer (SSO),Economic Census Division (ECD),3,6.1,PhD Statistics,2020-05-28,Madhya Pradesh
EMP00962,Vinaya Ahluwalia,Additional Director General,State DES - Bihar,8,24.4,M.Sc. Statistics,2002-09-14,Haryana
EMP00963,Rudra Mukhopadhyay,Assistant Director,National Accounts Division (NAD),4,15.6,M.A. Economics,2011-12-12,Assam
EMP00964,Jagvi Agrawal,Junior Statistical Officer (JSO),State DES - Karnataka,1,3.6,B.Sc. Statistics,2023-12-26,Maharashtra
EMP00965,Varsha Singh,Deputy Director,Economic Census Division (ECD),5,14.5,M.A. Economics,2012-09-28,Tamil Nadu
EMP00966,Zaitra Tripathi,Additional Director General,Data Informatics & Innovation Division (DIID),8,22.7,M.Tech Computer Science,2004-02-27,Punjab
EMP00967,Bhavini Singh,Deputy Director,National Accounts Division (NAD),5,11.1,PhD Statistics,2015-11-14,Haryana
EMP00968,Yatin Nazareth,Deputy Director,State DES - Uttar Pradesh,5,17.7,PhD Statistics,2009-06-23,Madhya Pradesh
EMP00969,Vyanjana Basak,Statistical Officer (SO),State DES - Bihar,2,7.8,M.Tech Computer Science,2019-02-12,Jharkhand
EMP00970,Yash Dubey,Director General,State DES - Uttar Pradesh,9,30.9,B.Sc. Statistics,1996-11-21,Maharashtra
EMP00971,Darsh Tella,Additional Director General,National Accounts Division (NAD),8,27.5,B.Sc. Statistics,1999-04-21,Andhra Pradesh
EMP00972,Anvi Bhatti,Statistical Officer (SO),Price Statistics Division (PSD),2,2.8,M.Sc. Mathematics,2024-11-14,Himachal Pradesh
EMP00973,Yatin Bhatti,Additional Director General,State DES - Bihar,8,23.7,M.Sc. Mathematics,2003-03-22,Kerala
EMP00974,Vinaya Seth,Joint Director,Price Statistics Division (PSD),6,21.6,M.Sc. Statistics,2005-06-06,Madhya Pradesh
EMP00975,Krishna Basak,Director,State DES - Karnataka,7,26.3,M.Sc. Data Science,2000-01-18,West Bengal
EMP00976,Jeet Murthy,Assistant Director,State DES - Uttar Pradesh,4,15.1,M.Sc. Data Science,2011-12-28,Kerala
EMP00977,Joshua Ahluwalia,Director,State DES - Karnataka,7,22.4,M.Tech Computer Science,2004-02-12,Bihar
EMP00978,Joshua Bhasin,Statistical Officer (SO),State DES - Maharashtra,2,2.1,MBA,2024-11-16,Odisha
EMP00979,Eta Chacko,Assistant Director,Economic Census Division (ECD),4,7.9,M.Tech Computer Science,2019-07-05,Assam
EMP00980,Vyanjana Tripathi,Assistant Director,Economic Census Division (ECD),4,12.0,M.Sc. Data Science,2014-03-14,Madhya Pradesh
EMP00981,Yatin Balasubramanian,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,2.2,M.Sc. Data Science,2024-08-08,Himachal Pradesh
EMP00982,Siya Dhar,Additional Director General,State DES - Uttar Pradesh,8,19.0,M.Sc. Mathematics,2007-12-13,Haryana
